country,year,primary,lower_sec,upper_sec,college
Afghanistan,1950,3.4500,0.3400,0.3200,0.0300
Afghanistan,1955,4.7000,0.8600,0.8200,0.1100
Afghanistan,1960,5.9400,1.5900,1.5100,0.2400
Afghanistan,1965,7.8200,3.5500,3.3800,0.5700
Afghanistan,1970,9.8500,5.6800,5.4100,0.9300
Afghanistan,1975,12.8100,6.3100,6.0100,0.8400
Afghanistan,1980,15.6400,8.5400,8.1300,1.6000
Afghanistan,1985,17.3800,9.9000,9.4200,1.7200
Afghanistan,1990,18.2600,9.1800,8.7400,1.4900
Afghanistan,1995,19.0100,8.7100,8.2900,1.5700
Afghanistan,2000,20.6800,8.9100,8.4800,1.6100
Afghanistan,2005,27.8300,12.7700,12.1600,2.2400
Afghanistan,2010,32.1800,16.8000,16.7900,3.8500
Afghanistan,2015,43.7300,22.4200,21.3500,3.7500
Afghanistan,2020,56.1300,30.5800,29.1200,5.1300
Afghanistan,2025,63.6900,36.8500,35.0500,6.3000
Africa,1950,9.6400,4.9900,2.4400,0.5600
Africa,1955,12.2000,6.4800,3.2600,0.7800
Africa,1960,15.2900,8.4600,4.2300,1.0600
Africa,1965,19.4300,10.8000,5.4500,1.3800
Africa,1970,24.8600,14.3000,7.4600,1.9000
Africa,1975,30.5800,17.9600,9.4300,2.4000
Africa,1980,36.6900,22.5500,12.1100,2.9700
Africa,1985,42.6100,27.3600,15.0600,3.3900
Africa,1990,48.4300,32.2500,17.8400,3.6500
Africa,1995,51.9200,34.9300,19.6300,3.9000
Africa,2000,54.4200,38.0300,22.2300,4.4600
Africa,2005,58.4000,42.4700,25.9700,5.6400
Africa,2010,60.6400,45.6100,29.7500,7.5200
Africa,2015,63.2000,47.9600,30.2000,7.1800
Africa,2020,65.0900,50.5700,32.1700,7.0000
Africa,2025,68.0700,54.3800,35.1100,7.7200
Albania,1950,59.7200,21.3800,9.5100,2.0100
Albania,1955,76.3700,35.2000,15.7700,3.7000
Albania,1960,89.2700,46.6500,19.2900,4.4900
Albania,1965,94.3300,58.7800,24.5700,6.2200
Albania,1970,96.5200,75.9800,35.5400,9.3400
Albania,1975,97.8300,88.6200,46.9300,9.8800
Albania,1980,98.1800,94.2700,49.3500,8.2500
Albania,1985,98.1900,96.0100,48.8400,7.9000
Albania,1990,98.0400,96.3400,49.4500,10.1500
Albania,1995,97.6800,96.1500,50.6100,11.4000
Albania,2000,97.1600,95.0100,42.7700,13.4700
Albania,2005,97.0200,95.6200,50.9500,16.6300
Albania,2010,95.5500,93.6900,59.5300,27.8200
Albania,2015,96.8600,96.2800,65.8700,23.1900
Albania,2020,99.4200,99.0600,74.0000,25.4700
Albania,2025,99.5100,99.1100,78.9900,27.3600
Algeria,1950,3.5600,1.4200,0.3500,0.1800
Algeria,1955,6.8900,3.1300,0.9000,0.4500
Algeria,1960,12.0000,6.1700,1.9100,0.8400
Algeria,1965,20.0500,11.1500,4.2200,2.1900
Algeria,1970,32.2900,20.0300,7.7100,3.5700
Algeria,1975,43.2700,27.6300,10.3400,4.0800
Algeria,1980,50.1200,32.9900,12.5100,4.2500
Algeria,1985,61.6000,42.5100,16.7800,4.8400
Algeria,1990,71.3200,54.6900,22.1300,6.3100
Algeria,1995,75.9800,61.5200,28.5300,8.9600
Algeria,2000,83.8200,74.2000,36.3200,12.4800
Algeria,2005,86.1600,77.1400,41.6100,15.8200
Algeria,2010,87.7000,79.7800,48.3700,20.2700
Algeria,2015,88.8900,81.9800,54.0300,28.0100
Algeria,2020,89.9000,83.9100,58.8100,29.1600
Algeria,2025,90.8200,85.6300,62.7200,33.3700
Angola,1950,5.3700,0.8900,0.1200,0.0000
Angola,1955,7.7100,1.4700,0.2000,0.0000
Angola,1960,9.8800,2.2300,0.3000,0.0000
Angola,1965,11.4100,2.5900,0.3600,0.0000
Angola,1970,15.3700,4.1100,0.5900,0.0000
Angola,1975,20.5700,6.2900,0.9200,0.0000
Angola,1980,27.2600,8.6600,1.3100,0.0000
Angola,1985,33.4400,11.0300,1.7100,0.0000
Angola,1990,37.1500,12.4300,1.9500,0.0000
Angola,1995,34.3800,12.5300,2.0500,0.0000
Angola,2000,33.3600,13.1200,2.2800,0.0000
Angola,2005,47.0000,20.4600,3.5600,0.0100
Angola,2010,45.7700,21.9700,8.9700,0.1900
Angola,2015,66.1700,33.8300,5.8900,0.0100
Angola,2020,72.7100,41.1200,7.3900,0.0100
Angola,2025,80.6400,49.9100,9.4100,0.0800
Antigua and Barbuda,2020,96.7200,82.3200,72.1100,21.2200
Antigua and Barbuda,2025,96.1400,84.3000,74.0400,22.2500
Argentina,1950,59.1700,15.1200,10.5500,2.9600
Argentina,1955,63.5700,19.4300,13.6200,3.8600
Argentina,1960,68.1900,24.4900,17.3000,5.1100
Argentina,1965,72.2300,29.7100,21.1300,6.9800
Argentina,1970,76.0400,35.1600,25.4800,8.8200
Argentina,1975,80.3600,40.8100,29.9400,10.5100
Argentina,1980,84.0500,46.1400,34.1600,12.2400
Argentina,1985,86.9000,50.3700,37.6100,14.3500
Argentina,1990,89.1500,55.0000,41.6200,15.8500
Argentina,1995,90.8200,58.8300,44.5500,16.5000
Argentina,2000,91.9200,61.6900,46.8600,16.9100
Argentina,2005,91.3500,66.1700,50.3700,18.4000
Argentina,2010,92.5800,70.5300,52.8700,19.5700
Argentina,2015,89.8200,72.9900,55.7800,21.5600
Argentina,2020,114.2900,101.0200,83.9100,46.8400
Argentina,2025,117.1100,106.6200,89.6300,50.8200
Armenia,1950,91.1900,58.4700,43.0200,6.2900
Armenia,1955,96.6500,77.9600,62.5000,10.3400
Armenia,1960,98.3700,87.7500,73.0300,12.1300
Armenia,1965,99.2300,94.5200,83.7300,17.2600
Armenia,1970,99.6000,97.6400,90.4100,20.8400
Armenia,1975,99.7500,98.6800,92.6300,19.1700
Armenia,1980,99.7700,99.0100,93.6500,17.4300
Armenia,1985,99.7600,99.1200,94.1800,16.9900
Armenia,1990,99.7600,99.1600,94.3700,18.6700
Armenia,1995,99.7500,99.1400,94.0000,20.5900
Armenia,2000,99.7500,99.0400,92.7400,21.3300
Armenia,2005,99.7300,99.0800,93.7100,23.5300
Armenia,2010,99.7200,99.0900,94.9200,30.5900
Armenia,2015,99.6900,99.1400,95.1500,30.9900
Armenia,2020,99.7000,99.2200,96.0000,30.1200
Armenia,2025,99.6100,99.0800,95.7100,31.3600
Aruba,1950,45.4100,18.6100,6.6800,1.5100
Aruba,1955,52.6800,22.7300,6.6600,1.3800
Aruba,1960,60.9400,32.0600,11.0100,2.4700
Aruba,1965,69.0100,39.9100,14.8500,3.3300
Aruba,1970,74.2600,48.3100,17.7700,3.9800
Aruba,1975,81.1000,56.4300,21.4600,4.5400
Aruba,1980,84.7200,62.4200,25.3700,5.0200
Aruba,1985,88.4500,67.6100,31.2800,6.1800
Aruba,1990,90.2500,70.3400,35.3700,6.7300
Aruba,1995,91.2300,70.5500,36.0300,7.2300
Aruba,2000,93.5300,73.5700,37.4700,7.6400
Aruba,2005,95.8000,76.5000,40.4800,8.0100
Aruba,2010,95.8000,76.5800,39.1100,7.4400
Aruba,2015,97.9900,80.4400,45.6600,8.3100
Aruba,2020,98.4100,82.8600,51.1700,9.3400
Aruba,2025,97.6800,84.1400,56.5500,10.5700
Asia,1950,33.3300,16.4700,8.1400,1.3800
Asia,1955,41.7800,19.9800,10.2400,2.0100
Asia,1960,48.8600,24.6600,13.3900,2.8500
Asia,1965,55.0700,29.8200,15.8500,3.3200
Asia,1970,60.6200,34.8400,18.2000,3.9700
Asia,1975,65.6700,41.0200,20.4300,4.6200
Asia,1980,69.3200,48.5000,25.5100,5.5100
Asia,1985,73.4000,54.7900,27.7100,6.4300
Asia,1990,76.5900,58.6000,27.8900,7.0800
Asia,1995,77.9700,62.0000,31.2000,8.4400
Asia,2000,78.2900,63.9800,35.8900,10.3600
Asia,2005,81.4800,68.4200,41.6900,13.5200
Asia,2010,84.6000,72.7500,46.7400,17.3600
Asia,2015,86.5900,76.4500,53.9800,21.3700
Asia,2020,89.0500,80.2300,61.1700,22.2900
Asia,2025,90.8500,83.4800,66.6700,25.1900
Australia,1950,94.7000,60.1300,48.0100,4.2600
Australia,1955,96.4600,69.6700,58.1500,6.1900
Australia,1960,97.3900,76.2600,65.4000,8.0400
Australia,1965,98.3500,82.9900,73.2000,10.4200
Australia,1970,98.8300,88.3000,79.5700,12.7000
Australia,1975,98.9900,92.9900,86.1100,15.3900
Australia,1980,99.1100,95.3500,89.8200,16.7500
Australia,1985,99.2600,96.7300,92.0800,17.1800
Australia,1990,99.3900,97.5700,93.8600,18.7000
Australia,1995,99.5400,98.1400,95.3300,21.0800
Australia,2000,99.6100,98.4900,96.1300,22.7300
Australia,2005,99.7200,98.7500,96.7100,24.0400
Australia,2010,99.7300,99.0000,97.4200,33.0000
Australia,2015,99.8600,99.1400,97.6000,28.4300
Australia,2020,127.8400,127.1900,125.9000,55.9000
Australia,2025,129.7600,129.0900,127.1400,60.0700
Australia and New Zealand,1950,95.3500,58.4800,43.4900,4.3100
Australia and New Zealand,1955,96.8100,67.9100,53.0600,6.3200
Australia and New Zealand,1960,97.5400,74.8600,60.7000,8.3600
Australia and New Zealand,1965,98.3400,81.6900,68.7900,10.9400
Australia and New Zealand,1970,98.7100,87.0900,75.9400,13.4200
Australia and New Zealand,1975,98.8700,91.6600,83.7100,16.8700
Australia and New Zealand,1980,98.9600,94.3800,87.7900,18.3300
Australia and New Zealand,1985,99.0700,95.8000,89.9500,18.8200
Australia and New Zealand,1990,99.2100,96.8100,91.9500,20.1400
Australia and New Zealand,1995,99.3800,97.4800,93.6700,22.4900
Australia and New Zealand,2000,99.4600,97.8800,94.6400,24.1400
Australia and New Zealand,2005,99.6000,98.1900,95.2900,25.4300
Australia and New Zealand,2010,99.5500,98.4200,96.0100,35.4300
Australia and New Zealand,2015,99.7900,98.7000,96.4100,29.5800
Australia and New Zealand,2020,99.8800,98.9000,97.0500,29.2000
Australia and New Zealand,2025,99.7300,98.7600,96.4400,31.3800
Austria,1950,99.9600,61.9100,40.0000,5.4200
Austria,1955,99.9500,64.0100,44.8800,6.3100
Austria,1960,99.9600,72.4000,52.8400,7.9600
Austria,1965,99.9800,83.5200,64.2000,10.1700
Austria,1970,99.9900,88.5200,67.9600,11.1800
Austria,1975,99.9800,92.8400,69.7600,13.1200
Austria,1980,100.0000,96.9300,73.6900,15.3700
Austria,1985,100.0000,98.3600,76.9100,16.8900
Austria,1990,99.9900,98.6600,78.0200,18.9400
Austria,1995,100.0000,98.3800,78.7200,21.4600
Austria,2000,99.9900,98.0200,79.8500,24.0000
Austria,2005,99.9900,98.2500,81.2900,25.5000
Austria,2010,99.9900,97.2200,83.7400,36.3200
Austria,2015,100.0000,98.2400,83.4100,30.5500
Austria,2020,130.6100,128.9900,116.6800,61.2600
Austria,2025,132.9100,131.3900,120.7800,66.2500
Azerbaijan,1950,89.1600,67.6900,48.8800,3.2900
Azerbaijan,1955,91.0100,71.6600,51.4900,3.4000
Azerbaijan,1960,94.6000,80.4000,60.4100,4.5200
Azerbaijan,1965,97.0800,89.4400,70.7500,6.2300
Azerbaijan,1970,98.5600,94.7700,78.2500,8.6500
Azerbaijan,1975,99.2700,97.4400,82.6800,8.4100
Azerbaijan,1980,99.6000,98.6400,84.7500,7.5500
Azerbaijan,1985,99.7400,99.1500,85.7700,6.5500
Azerbaijan,1990,99.7700,99.2700,86.5000,5.7800
Azerbaijan,1995,99.8000,99.3200,87.4000,6.0000
Azerbaijan,2000,99.8500,99.3700,89.2900,7.0400
Azerbaijan,2005,99.9000,99.3400,91.1100,20.4100
Azerbaijan,2010,99.9200,99.3400,91.4100,9.8600
Azerbaijan,2015,99.9400,99.4400,93.1600,12.2600
Azerbaijan,2020,99.9500,99.5200,94.4400,11.9200
Azerbaijan,2025,99.8800,99.4800,94.9200,12.9300
Bahamas,1950,64.6500,36.1600,20.1200,5.3300
Bahamas,1955,72.1700,45.5500,28.7500,7.8900
Bahamas,1960,77.8000,52.9700,36.6200,10.9600
Bahamas,1965,83.4700,63.0000,47.1000,14.0900
Bahamas,1970,88.5500,73.2500,58.9700,18.0800
Bahamas,1975,92.0200,83.1200,71.5200,21.5400
Bahamas,1980,95.1500,90.4500,81.4200,21.0700
Bahamas,1985,97.1000,94.2300,87.3100,21.0300
Bahamas,1990,97.8600,95.3600,89.3500,22.4900
Bahamas,1995,98.3700,95.9800,90.1000,23.1100
Bahamas,2000,98.5700,96.5900,90.8900,22.2300
Bahamas,2005,99.0400,97.7800,93.2600,24.0500
Bahamas,2010,99.4900,98.9400,95.4300,25.8400
Bahamas,2015,99.5400,99.0300,96.1100,29.6600
Bahamas,2020,99.6800,99.3300,96.8600,29.1400
Bahamas,2025,99.6000,99.2700,96.6900,30.4700
Bahrain,1950,18.5500,13.2700,10.5200,2.0200
Bahrain,1955,27.0700,19.7200,15.5300,3.0000
Bahrain,1960,37.0300,27.5100,21.4500,4.1400
Bahrain,1965,46.6100,35.3700,27.1600,5.2100
Bahrain,1970,53.9600,41.8300,31.5300,5.9900
Bahrain,1975,60.8100,49.5900,35.3200,7.1900
Bahrain,1980,61.8000,49.6000,34.2900,6.2000
Bahrain,1985,62.1000,49.6200,33.2900,5.4600
Bahrain,1990,62.6700,51.8400,34.8400,6.2100
Bahrain,1995,69.4400,60.3300,44.7700,10.7300
Bahrain,2000,74.5500,59.5100,41.2200,7.6600
Bahrain,2005,86.0800,72.3800,53.5800,10.3100
Bahrain,2010,76.2000,66.0800,52.4300,10.5700
Bahrain,2015,96.3100,87.2600,71.5000,15.2100
Bahrain,2020,113.1100,106.3500,92.2200,32.4500
Bahrain,2025,113.1600,107.1900,95.0200,34.7200
Bangladesh,1950,16.7700,7.3000,3.3300,0.2700
Bangladesh,1955,19.2300,8.9300,4.3800,0.3900
Bangladesh,1960,22.5800,11.3900,6.0900,0.5900
Bangladesh,1965,24.7700,12.9400,7.1700,0.7700
Bangladesh,1970,26.9800,14.4500,8.1000,0.8400
Bangladesh,1975,29.8100,16.3200,9.0800,0.9300
Bangladesh,1980,32.5800,18.1400,9.8400,0.9700
Bangladesh,1985,35.8400,20.4700,10.9900,1.2200
Bangladesh,1990,39.3800,23.0700,12.5800,1.5300
Bangladesh,1995,44.2600,26.4700,14.6400,1.7700
Bangladesh,2000,51.4300,31.4600,17.3100,2.0500
Bangladesh,2005,60.9600,38.9300,21.3600,2.4300
Bangladesh,2010,68.9600,44.4100,22.9200,3.4200
Bangladesh,2015,75.7700,52.6500,29.1500,3.2400
Bangladesh,2020,82.0200,61.9300,36.6100,3.9700
Bangladesh,2025,86.8300,70.0300,43.9500,4.8600
Barbados,2020,96.7100,82.2900,72.0800,21.2000
Barbados,2025,96.6800,84.6100,74.6100,22.4800
Belarus,1950,94.1000,41.0900,23.5600,2.5400
Belarus,1955,95.6900,49.4800,30.6400,3.6200
Belarus,1960,98.4800,74.1500,50.1800,5.1700
Belarus,1965,99.4700,87.2700,64.4900,6.2700
Belarus,1970,99.7400,96.9700,83.2900,8.3200
Belarus,1975,99.8100,98.9700,89.8700,7.9900
Belarus,1980,99.8000,99.3700,92.9100,7.9600
Belarus,1985,99.7800,99.4700,94.0700,8.1900
Belarus,1990,99.7500,99.4500,94.1200,8.6400
Belarus,1995,99.7400,99.4000,93.1300,9.7000
Belarus,2000,99.8200,99.6800,94.4100,10.6100
Belarus,2005,99.7300,99.4300,95.7200,34.0700
Belarus,2010,99.7600,99.7000,95.5200,12.7900
Belarus,2015,99.9300,99.9200,96.1800,14.6200
Belarus,2020,99.9700,99.9600,96.4500,14.1700
Belarus,2025,99.8600,99.7400,95.8200,15.2500
Belgium,1950,87.5100,41.1800,13.8400,2.1400
Belgium,1955,90.0000,51.7500,22.2500,4.2600
Belgium,1960,90.7400,57.5000,27.5200,6.1700
Belgium,1965,93.1600,67.4800,36.1300,8.6600
Belgium,1970,94.8500,75.8800,43.4900,10.1900
Belgium,1975,96.3600,82.2600,49.8600,11.2000
Belgium,1980,97.0700,85.4300,54.8800,12.3100
Belgium,1985,97.7700,89.1400,61.0400,13.8200
Belgium,1990,98.3300,92.0500,69.2200,15.4200
Belgium,1995,98.7900,93.2400,74.5700,17.2600
Belgium,2000,99.2600,94.1800,78.1300,18.5100
Belgium,2005,99.9300,95.3500,79.7000,19.7300
Belgium,2010,99.9900,94.4700,80.3200,29.5900
Belgium,2015,99.9900,96.3200,81.6900,23.5400
Belgium,2020,123.8100,120.5500,108.3900,47.6800
Belgium,2025,125.2200,122.3200,111.7200,50.8900
Belize,1950,49.3900,8.5600,7.2500,1.9400
Belize,1955,52.7300,11.9300,9.8100,2.5400
Belize,1960,55.5700,17.1600,14.3700,4.5900
Belize,1965,60.7100,21.1000,17.3300,5.7300
Belize,1970,64.7000,26.9800,22.7200,8.1900
Belize,1975,67.1700,25.9900,21.2700,7.7000
Belize,1980,68.6600,29.6200,23.5300,8.4800
Belize,1985,69.4600,32.5500,25.4300,8.9700
Belize,1990,72.6400,37.7400,29.2000,11.1800
Belize,1995,74.3700,42.4900,32.4300,12.0300
Belize,2000,76.6600,45.9300,34.3900,12.8200
Belize,2005,79.1600,50.9900,39.0300,14.4000
Belize,2010,82.7500,55.2900,42.9600,15.2500
Belize,2015,82.6100,59.9300,47.6300,17.6600
Belize,2020,106.0400,86.8200,74.1500,39.5700
Belize,2025,110.5100,94.5800,81.9300,44.4600
Benin,1950,3.7600,0.8800,0.3100,0.1100
Benin,1955,5.6400,1.6400,0.5900,0.2100
Benin,1960,8.1200,2.8700,1.0100,0.3600
Benin,1965,11.5000,4.6000,1.7700,0.5400
Benin,1970,13.3700,5.7400,2.0500,0.6300
Benin,1975,16.4800,8.2100,2.9100,0.7700
Benin,1980,18.5200,10.1200,3.4400,0.7500
Benin,1985,24.1100,13.8700,4.3700,0.8700
Benin,1990,27.1400,12.1400,3.4400,0.8000
Benin,1995,24.3100,9.7000,2.9800,0.7300
Benin,2000,25.7200,12.3500,4.7100,1.1200
Benin,2005,35.4900,19.1400,7.6600,1.7000
Benin,2010,44.1000,28.5900,13.5700,3.1200
Benin,2015,57.0500,37.2700,16.2700,2.9600
Benin,2020,65.7500,45.2500,20.3800,3.7100
Benin,2025,72.4200,52.3200,24.3300,4.2900
Bhutan,1950,0.7400,0.5400,0.2000,0.1000
Bhutan,1955,1.1700,0.9700,0.3800,0.1800
Bhutan,1960,2.0000,1.8100,0.8600,0.3800
Bhutan,1965,2.5900,2.4100,1.0600,0.4700
Bhutan,1970,5.0100,4.8500,2.0600,0.9700
Bhutan,1975,8.4600,8.1700,3.6200,1.6800
Bhutan,1980,10.7700,10.4300,4.5200,2.1200
Bhutan,1985,14.3300,13.8700,5.8500,2.7700
Bhutan,1990,19.3300,18.6800,6.9300,3.1100
Bhutan,1995,22.0900,20.9300,8.1700,3.6400
Bhutan,2000,32.6700,31.1100,12.4300,5.5100
Bhutan,2005,41.0700,39.0700,15.8100,6.4600
Bhutan,2010,59.5800,57.1700,23.5500,10.0700
Bhutan,2015,68.3100,65.9800,29.0000,12.4900
Bhutan,2020,76.6400,74.4600,34.8200,15.0500
Bhutan,2025,82.7300,80.5100,40.2200,17.3400
Bolivia (Plurinational State of),1950,26.3200,17.7200,10.6000,3.2000
Bolivia (Plurinational State of),1955,28.8900,19.1000,11.3900,3.3300
Bolivia (Plurinational State of),1960,33.0300,21.7400,13.2500,4.0200
Bolivia (Plurinational State of),1965,38.0200,24.8300,15.8000,5.4000
Bolivia (Plurinational State of),1970,43.5600,29.0200,18.7400,6.7900
Bolivia (Plurinational State of),1975,50.5400,35.3500,23.1500,8.1600
Bolivia (Plurinational State of),1980,57.9100,41.8000,26.9700,9.0300
Bolivia (Plurinational State of),1985,64.1200,46.2800,28.9100,9.1700
Bolivia (Plurinational State of),1990,69.7600,49.8300,31.2500,9.8800
Bolivia (Plurinational State of),1995,75.0300,55.4300,36.5400,11.4100
Bolivia (Plurinational State of),2000,81.0400,63.9500,43.9100,13.3900
Bolivia (Plurinational State of),2005,87.7400,72.4300,51.1500,15.3300
Bolivia (Plurinational State of),2010,92.1300,78.7800,59.9600,20.9100
Bolivia (Plurinational State of),2015,95.4800,84.3800,62.6400,18.4400
Bolivia (Plurinational State of),2020,117.0000,108.8000,88.6600,39.8000
Bolivia (Plurinational State of),2025,119.5800,113.5900,95.1900,43.3500
Bosnia and Herzegovina,1950,51.0900,29.1200,18.1600,2.0100
Bosnia and Herzegovina,1955,65.7300,40.9300,25.9600,3.1200
Bosnia and Herzegovina,1960,75.4200,46.5300,29.3300,3.9500
Bosnia and Herzegovina,1965,85.0000,56.0600,35.4500,5.0900
Bosnia and Herzegovina,1970,92.6400,69.7700,45.8300,6.2300
Bosnia and Herzegovina,1975,95.8300,79.5400,53.5400,6.2900
Bosnia and Herzegovina,1980,97.4500,86.6800,63.2200,6.7000
Bosnia and Herzegovina,1985,98.6200,93.4900,72.8200,6.0100
Bosnia and Herzegovina,1990,99.1200,96.8300,75.4200,5.2300
Bosnia and Herzegovina,1995,99.2500,97.4900,74.0000,6.7000
Bosnia and Herzegovina,2000,99.2500,97.4000,79.8000,9.5400
Bosnia and Herzegovina,2005,99.2200,98.2200,86.5700,10.9700
Bosnia and Herzegovina,2010,99.3500,98.6200,93.7200,23.7000
Bosnia and Herzegovina,2015,99.1100,98.8000,93.6900,14.4000
Bosnia and Herzegovina,2020,113.5900,113.3600,109.1200,27.7800
Bosnia and Herzegovina,2025,114.4500,114.1200,110.2900,29.8900
Botswana,1950,3.3800,1.3600,0.9300,0.4100
Botswana,1955,6.1900,2.6300,1.8300,0.8200
Botswana,1960,11.2800,4.8900,3.4600,1.4300
Botswana,1965,17.9100,8.4200,6.0200,2.8800
Botswana,1970,27.6200,11.2500,8.0700,3.9900
Botswana,1975,38.3300,16.5600,11.4000,5.5600
Botswana,1980,48.2300,23.6900,16.3000,7.7500
Botswana,1985,61.0300,31.5500,20.8600,9.7800
Botswana,1990,74.3700,41.9100,28.1100,12.2800
Botswana,1995,83.2900,46.9500,34.3400,13.0700
Botswana,2000,88.3100,56.3000,38.2400,13.0900
Botswana,2005,90.3100,69.6000,46.8600,15.8300
Botswana,2010,92.0900,83.7300,53.4300,17.9700
Botswana,2015,93.2500,86.1400,56.9600,19.1100
Botswana,2020,115.4300,110.4600,84.6400,42.1200
Botswana,2025,118.1200,114.5600,92.1900,46.5000
Brazil,1950,34.8500,14.1400,6.1300,0.7400
Brazil,1955,37.4700,16.3600,7.6400,1.0300
Brazil,1960,41.0400,19.6600,9.8000,1.4600
Brazil,1965,45.7500,24.1300,12.9000,2.0700
Brazil,1970,53.0800,30.7200,17.3700,2.8600
Brazil,1975,60.9200,38.1100,22.0100,3.4600
Brazil,1980,67.5800,44.5900,25.8800,3.8200
Brazil,1985,72.2300,49.1400,28.7400,4.0300
Brazil,1990,75.3500,52.1900,30.8400,4.0300
Brazil,1995,79.3800,56.8700,34.5200,4.2900
Brazil,2000,83.8800,63.7700,40.1900,4.7600
Brazil,2005,88.0800,69.7700,45.6900,5.4200
Brazil,2010,92.1500,73.9700,49.6600,5.8100
Brazil,2015,93.4700,78.9900,55.1900,6.8200
Brazil,2020,103.0200,90.7000,67.6600,14.8300
Brazil,2025,105.0200,94.7400,72.6300,16.4200
Brunei Darussalam,2020,95.6200,80.2300,64.3700,8.5100
Brunei Darussalam,2025,95.2800,82.6800,69.0900,9.7300
Bulgaria,1950,93.5700,68.5800,19.4200,2.0300
Bulgaria,1955,95.0100,77.2400,30.2600,3.3500
Bulgaria,1960,96.1800,84.4400,39.3700,4.5200
Bulgaria,1965,97.3400,90.1300,48.7900,5.8100
Bulgaria,1970,98.1400,93.9700,61.9300,6.3400
Bulgaria,1975,98.5300,95.2700,69.3200,7.6600
Bulgaria,1980,98.5500,95.6700,75.4200,8.3700
Bulgaria,1985,98.5600,96.1000,78.2600,8.2600
Bulgaria,1990,98.5400,96.1300,79.4100,8.9400
Bulgaria,1995,98.4000,95.8600,78.4500,9.6700
Bulgaria,2000,97.9100,94.2500,77.1700,10.5200
Bulgaria,2005,97.6700,93.9400,79.5000,10.9800
Bulgaria,2010,96.9100,92.8700,82.1800,20.0900
Bulgaria,2015,97.0500,93.1900,82.9200,12.3700
Bulgaria,2020,109.8700,106.3500,98.1900,25.0100
Bulgaria,2025,111.0000,107.8300,101.0600,26.6800
Burkina Faso,1950,0.7500,0.3800,0.0600,0.0100
Burkina Faso,1955,1.1700,0.6100,0.1000,0.0200
Burkina Faso,1960,1.8600,1.0600,0.2000,0.0400
Burkina Faso,1965,2.9200,1.7900,0.3600,0.0800
Burkina Faso,1970,4.4800,2.7500,0.5800,0.1300
Burkina Faso,1975,6.3400,3.7100,0.8200,0.1900
Burkina Faso,1980,8.1400,4.9900,1.1000,0.2400
Burkina Faso,1985,9.9100,6.6300,1.4600,0.3100
Burkina Faso,1990,11.9800,8.3300,1.7800,0.3100
Burkina Faso,1995,14.4100,10.3900,1.9900,0.2800
Burkina Faso,2000,15.7000,10.8300,2.0700,0.2700
Burkina Faso,2005,15.7100,8.8600,1.8700,0.2800
Burkina Faso,2010,13.0900,7.2100,1.3200,0.1400
Burkina Faso,2015,17.5600,10.3200,2.0100,0.2000
Burkina Faso,2020,22.3400,13.8600,2.8200,0.2800
Burkina Faso,2025,27.3600,17.7600,3.8900,0.4000
Burundi,1950,5.0800,0.2900,0.0300,0.0000
Burundi,1955,6.0600,0.4500,0.0600,0.0100
Burundi,1960,7.1600,0.6700,0.1000,0.0100
Burundi,1965,8.3700,0.9900,0.1600,0.0200
Burundi,1970,9.7100,1.4400,0.2600,0.0400
Burundi,1975,12.4000,2.2500,0.4500,0.0900
Burundi,1980,12.7900,2.8500,0.7800,0.1400
Burundi,1985,13.2200,3.5600,0.9700,0.1700
Burundi,1990,18.7000,5.0000,1.1500,0.2100
Burundi,1995,28.1300,6.2800,1.5500,0.2900
Burundi,2000,37.0100,9.0500,2.4900,0.3800
Burundi,2005,38.3200,10.8700,2.9900,0.4500
Burundi,2010,38.8400,12.4200,3.3400,0.4900
Burundi,2015,37.7600,14.1800,3.9600,0.5900
Burundi,2020,43.2900,18.4000,5.2800,0.7900
Burundi,2025,46.3300,22.2200,6.6300,0.9900
Cambodia,1950,13.8000,3.3600,0.7200,0.1000
Cambodia,1955,15.4100,3.6300,0.9900,0.1700
Cambodia,1960,20.3900,5.4400,1.5500,0.3400
Cambodia,1965,26.8400,7.3200,2.1800,0.5300
Cambodia,1970,32.0100,9.0300,3.1300,0.8600
Cambodia,1975,33.8700,10.1200,3.3900,0.9500
Cambodia,1980,30.6200,9.4200,3.2200,0.8700
Cambodia,1985,28.9400,9.4700,3.5200,0.9300
Cambodia,1990,51.3500,24.1700,7.6500,1.8700
Cambodia,1995,63.5100,35.1000,9.4300,2.2100
Cambodia,2000,64.6600,36.3400,11.6800,2.7100
Cambodia,2005,58.3800,30.6100,14.2100,3.8800
Cambodia,2010,60.8100,33.2800,15.4700,4.0200
Cambodia,2015,64.5300,38.6200,19.8800,4.0900
Cambodia,2020,67.9000,44.1100,24.7900,4.8100
Cambodia,2025,70.7500,49.4800,30.0900,6.0000
Cameroon,1950,17.9500,2.9000,1.0200,0.1300
Cameroon,1955,20.8100,3.6600,1.2400,0.1700
Cameroon,1960,27.0400,5.8000,1.9100,0.2200
Cameroon,1965,34.1600,8.2900,2.6500,0.3200
Cameroon,1970,45.4200,11.9700,4.4300,0.5800
Cameroon,1975,52.2700,15.5800,6.3500,0.8000
Cameroon,1980,60.7100,21.0900,8.5200,0.9400
Cameroon,1985,57.8300,23.1500,9.5800,1.0100
Cameroon,1990,63.9500,28.7400,13.3400,1.7500
Cameroon,1995,65.5600,31.1300,14.2500,1.9400
